Time,Light
14:58:12,190.0
14:58:13,190.42
14:58:14,156.67
14:58:17,182.92
14:58:27,85.42
14:58:28,87.08
14:58:29,76.25
14:58:30,76.25
14:58:31,47.08
14:58:33,47.08
14:58:34,47.92
14:58:35,48.75
14:58:36,70.83
14:58:38,72.92
14:58:39,70.42
14:58:40,66.67
14:58:42,66.67
14:58:43,61.25
14:58:44,59.58
14:58:45,60.42
14:58:46,62.5
